Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_1_scaffold241747_1	1132	303	386	AP014651.1_cds_BAQ39236.1_2604	528	235	318	0.9	--	0	84	103	9.00E-23	length=1132 	[gene=PA257_2636] [protein=integrase regulator r protein] [protein_id=BAQ39236.1]
ZS_1_scaffold241747_1	1132	431	481	AP014651.1_cds_BAQ39236.1_2604	528	363	413	0.9	--	0	51	61.9	3.00E-10	length=1132 	[gene=PA257_2636] [protein=integrase regulator r protein] [protein_id=BAQ39236.1]
ZS_1_scaffold241747_1	1132	132	181	AP014651.1_cds_BAQ39236.1_2604	528	64	113	0.9	--	0	50	60	1.00E-09	length=1132 	[gene=PA257_2636] [protein=integrase regulator r protein] [protein_id=BAQ39236.1]
ZS_1_scaffold264718_2	702	50	702	CP000450.1_cds_Neut_0680_659	1203	1203	551	1	--	0	653	1294	0	length=702 	[gene=Neut_0680] [protein=phage integrase family protein] [protein_id=ABI58952.1]
ZS_1_scaffold267952_2	703	1	52	CP012197.1_cds_AKG29_00640_107	849	222	273	0.9	--	0	52	63.9	5.00E-11	length=703 	[gene=AKG29_00640] [protein=integrase] [protein_id=ANZ22105.1]
ZS_1_scaffold272552_2	4088	2500	2569	AB258249.1_cds_BAE93627.1_1	486	413	482	0.9	--	0	70	83.8	3.00E-16	length=4088 	"[gene=IntI] [protein=integron integrase] [frame=3] [partial=5',3'] [protein_id=BAE93627.1]"
ZS_1_scaffold3910_3	1488	1	1241	CP008798.1_cds_KPNIH24_26700_49	1269	12	1252	1	--	0	1241	2460	0	length=1488 	[gene=KPNIH24_26700] [protein=integrase] [protein_id=AID98721.1]
Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_3_C8558696_1	648	334	384	CP012197.1_cds_AKG29_00640_107	849	633	583	0.9	--	0.03	52	48.1	2e-06	length=648 	[gene=AKG29_00640] [protein=integrase] [protein_id=ANZ22105.1]
ZS_3_C8606267_1	834	105	158	CP011370.1_cds_YH69_33720_21	1509	615	562	0.92	--	0	54	75.8	1e-14	length=834 	[gene=YH69_33720] [protein=integrase] [protein_id=AKG03016.1]
ZS_3_C8616843_1	910	79	129	CP000089.1_cds_Daro_2531_2505	1200	862	912	0.92	--	0	51	69.9	1e-12	length=910 	[gene=Daro_2531] [protein=Phage integrase, N-terminal SAM-like protein] [protein_id=AAZ47264.1]
ZS_3_C8630485_1	1058	907	962	AP017302.1_cds_BAT68953.1_6430	1191	769	824	0.91	--	0	56	71.9	3e-13	length=1058 	[gene=int] [protein=integrase] [protein_id=BAT68953.1]
ZS_3_C8642531_1	1318	1100	1152	CP000089.1_cds_Daro_2526_2500	1446	1087	1139	0.9	--	0	53	65.9	2e-11	length=1318 	[gene=Daro_2526] [protein=Phage integrase] [protein_id=AAZ47259.1]
ZS_3_C8644713_1	1389	855	905	CP014646.1_cds_AC731_07585_1486	1527	1440	1490	0.9	--	0	51	61.9	4e-10	length=1389 	[gene=AC731_007585] [protein=integrase] [protein_id=AMO36823.1]
ZS_3_C8650303_1	1657	1400	1449	CP003209.1_cds_CDBH8_0909_907	1170	50	1	0.9	--	0	50	60.0	2e-09	length=1657 	[gene=CDBH8_0909] [protein=integrase catalytic region] [protein_id=AEX48434.1]
ZS_3_C8650921_1	1695	194	1695	AB983593.1_cds_BAP46413.1_9	1524	1	1502	1	--	0	1502	2977	0.0	length=1695 	[gene=istA] [protein=integrase catalytic subunit] [protein_id=BAP46413.1]
ZS_3_scaffold12639_4	896	325	852	AP014651.1_cds_BAQ39236.1_2604	528	1	528	0.98	--	0	528	999	0.0	length=896 	[gene=PA257_2636] [protein=integrase regulator r protein] [protein_id=BAQ39236.1]
ZS_3_scaffold19392_2	542	249	300	CP001715.1_cds_CAP2UW1_4255_4121	267	85	34	0.9	--	0	52	63.9	3e-11	length=542 	[gene=CAP2UW1_4255] [protein=integrase, catalytic region] [protein_id=ACV37496.1]
ZS_3_scaffold196169_1	1553	529	1056	AP017302.1_cds_BAT64984.1_2461	528	528	1	0.92	--	0	528	737	0.0	length=1553 	[gene=IOMTU133_2494] [protein=integrase regulator R] [protein_id=BAT64984.1]
ZS_3_scaffold199686_1	1110	313	363	CP011644.1_cds_AB187_00030_2	588	333	383	0.9	--	0	51	61.9	3e-10	length=1110 	[gene=AB187_00030] [protein=integrase] [protein_id=AKL44330.1]
ZS_3_scaffold207872_1	811	4	811	CP008798.1_cds_KPNIH24_26700_49	1269	1070	263	0.9	--	0	808	975	0.0	length=811 	[gene=KPNIH24_26700] [protein=integrase] [protein_id=AID98721.1]
ZS_3_scaffold262887_1	730	1	53	AB258255.1_cds_BAE93633.1_1	486	430	482	0.9	--	0	53	65.9	1e-11	length=730 	[gene=IntI] [protein=integron integrase] [frame=3] [partial=5',3'] [protein_id=BAE93633.1]
ZS_3_scaffold263902_1	675	149	248	AP012280.1_cds_BAK88318.1_1426	1929	1244	1145	0.9	--	0	100	119	8e-28	length=675 	[gene=NCGM2_1452] [protein=integrase] [protein_id=BAK88318.1]
ZS_3_scaffold264987_1	501	20	501	CP000089.1_cds_Daro_2336_2313	1281	1268	787	0.91	--	0	482	615	1e-177	length=501 	[gene=Daro_2336] [protein=Phage integrase] [protein_id=AAZ47072.1]
ZS_3_scaffold281667_1	6057	416	1618	CP000450.1_cds_Neut_0680_659	1203	1	1203	1	--	0	1203	2385	0.0	length=6057 	[gene=Neut_0680] [protein=phage integrase family protein] [protein_id=ABI58952.1]
ZS_3_scaffold288551_1	520	112	164	CP001715.1_cds_CAP2UW1_1822_1748	1023	995	943	0.92	--	0	53	73.8	3e-14	length=520 	[gene=CAP2UW1_1822] [protein=integron integrase] [protein_id=ACV35123.1]
ZS_3_scaffold306173_1	1520	1368	1420	CP008798.1_cds_KPNIH24_26605_30	1716	961	1013	0.94	--	0	53	81.8	4e-16	length=1520 	[gene=KPNIH24_26605] [protein=integrase] [protein_id=AID98702.1]
ZS_3_scaffold320008_1	4072	133	268	CP001232.1_cds_pO103_85_79	1119	984	1119	0.96	--	0	136	230	2e-60	length=4072 	[gene=intI1] [protein=class 1 integron integrase protein IntI1] [protein_id=ACJ63570.1]
ZS_3_scaffold338673_1	554	1	407	CP000089.1_cds_Daro_2526_2500	1446	1032	1438	0.92	--	0	407	577	1e-165	length=554 	[gene=Daro_2526] [protein=Phage integrase] [protein_id=AAZ47259.1]
ZS_3_scaffold346586_1	811	200	249	AY928776.1_cds_AAX24165.1_1	948	895	846	0.9	--	0	50	60.0	8e-10	length=811 	[gene=intI] [protein=truncated integrase] [protein_id=AAX24165.1]
ZS_3_scaffold354602_1	1545	5	1111	AP017302.1_cds_BAT64921.1_2398	1944	838	1944	0.91	--	0	1107	1465	0.0	length=1545 	[gene=IOMTU133_2431] [protein=phage-related integrase] [protein_id=BAT64921.1]
ZS_3_scaffold354890_2	743	666	743	CP014646.1_cds_AC731_07585_1486	1527	1527	1450	0.96	--	0	78	131	2e-31	length=743 	[gene=AC731_007585] [protein=integrase] [protein_id=AMO36823.1]
ZS_3_scaffold365039_1	1230	103	163	CP008798.1_cds_KPNIH24_26605_30	1716	1013	953	0.9	--	0	61	73.8	8e-14	length=1230 	[gene=KPNIH24_26605] [protein=integrase] [protein_id=AID98702.1]
ZS_3_scaffold365645_1	5309	1990	2059	AB258249.1_cds_BAE93627.1_1	486	482	413	0.9	--	0	70	83.8	4e-16	length=5309 	[gene=IntI] [protein=integron integrase] [frame=3] [partial=5',3'] [protein_id=BAE93627.1]
ZS_3_scaffold366326_2	2085	2027	2079	CP011370.1_cds_YH69_33720_21	1509	382	434	0.9	--	0	53	65.9	3e-11	length=2085 	[gene=YH69_33720] [protein=integrase] [protein_id=AKG03016.1]
ZS_3_scaffold6835_2	1435	148	1435	CP008739.2_cds_AID83695.2_1737	1305	1288	1	1	--	0	1288	2553	0.0	length=1435 	[gene=P797_10085] [protein=integrase] [protein_id=AID83695.2]
ZS_3_scaffold8186_1	823	203	823	CP003209.1_cds_CDBH8_0920_918	867	867	247	0.99	--	0	621	1223	0.0	length=823 	[gene=int1] [protein=integrase] [protein_id=AEX48445.1]
Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_6_C6264906_1	552	332	392	CP014646.1_cds_AC731_07585_1486	1527	375	435	0.9	--	0	61	73.8	4e-14	length=552 	[gene=AC731_007585] [protein=integrase] [protein_id=AMO36823.1]
ZS_6_C6310103_1	660	38	660	CP008798.1_cds_KPNIH24_26700_49	1269	382	1004	0.94	--	0	623	981	0.0	length=660 	[gene=KPNIH24_26700] [protein=integrase] [protein_id=AID98721.1]
ZS_6_C6352666_1	872	84	772	CP003209.1_cds_CDBH8_0920_918	867	867	179	0.99	--	0	689	1358	0.0	length=872 	[gene=int1] [protein=integrase] [protein_id=AEX48445.1]
ZS_6_scaffold1164_1	2544	2213	2266	CP011370.1_cds_YH69_33720_21	1509	562	615	0.92	--	0	54	75.8	4e-14	length=2544 	[gene=YH69_33720] [protein=integrase] [protein_id=AKG03016.1]
ZS_6_scaffold12057_5	583	414	465	AB258257.1_cds_BAE93635.1_1	486	481	430	0.9	--	0	52	63.9	4e-11	length=583 	[gene=IntI] [protein=integron integrase] [frame=3] [partial=5',3'] [protein_id=BAE93635.1]
ZS_6_scaffold181387_2	626	576	626	AB258257.1_cds_BAE93635.1_1	486	482	432	0.92	--	0	51	69.9	7e-13	length=626 	[gene=IntI] [protein=integron integrase] [frame=3] [partial=5',3'] [protein_id=BAE93635.1]
ZS_6_scaffold214873_1	637	207	266	CP012197.1_cds_AKG29_00640_107	849	273	214	0.91	--	0	60	79.8	7e-16	length=637 	[gene=AKG29_00640] [protein=integrase] [protein_id=ANZ22105.1]
ZS_6_scaffold230462_1	834	330	382	CP008798.1_cds_KPNIH24_26605_30	1716	961	1013	0.94	--	0	53	81.8	2e-16	length=834 	[gene=KPNIH24_26605] [protein=integrase] [protein_id=AID98702.1]
ZS_6_scaffold231639_2	609	546	609	AB258249.1_cds_BAE93627.1_1	486	413	476	0.9	--	0	64	79.8	7e-16	length=609 	[gene=IntI] [protein=integron integrase] [frame=3] [partial=5',3'] [protein_id=BAE93627.1]
ZS_6_scaffold249883_1	1042	798	880	BX248359.1_cds_CAE50479.1_246	666	666	584	1	--	0	83	165	2e-41	length=1042 	[gene=DIP1947] [protein=integrase] [protein_id=CAE50479.1]
ZS_6_scaffold26733_2	1046	5	969	CP014646.1_cds_AC731_07585_1486	1527	965	1	0.94	--	0	965	1516	0.0	length=1046 	[gene=AC731_007585] [protein=integrase] [protein_id=AMO36823.1]
ZS_6_scaffold278600_1	905	449	499	CP000089.1_cds_Daro_2531_2505	1200	912	862	0.92	--	0	51	69.9	1e-12	length=905 	[gene=Daro_2531] [protein=Phage integrase, N-terminal SAM-like protein] [protein_id=AAZ47264.1]
ZS_6_scaffold282445_1	1159	5	360	AP012280.1_cds_BAK88309.1_1417	528	173	528	0.9	--	0	356	436	1e-123	length=1159 	[gene=NCGM2_1443] [protein=putative integrase regulator R protein] [protein_id=BAK88309.1]
ZS_6_scaffold28302_1	730	1	274	CP008798.1_cds_KPNIH24_26700_49	1269	979	1252	1	--	0	274	543	1e-155	length=730 	[gene=KPNIH24_26700] [protein=integrase] [protein_id=AID98721.1]
ZS_6_scaffold29794_1	2123	8	63	AP017302.1_cds_BAT68953.1_6430	1191	824	769	0.91	--	0	56	71.9	6e-13	length=2123 	[gene=int] [protein=integrase] [protein_id=BAT68953.1]
ZS_6_scaffold40067_1	2328	2075	2124	AY928776.1_cds_AAX24165.1_1	948	895	846	0.9	--	0	50	60.0	2e-09	length=2328 	[gene=intI] [protein=truncated integrase] [protein_id=AAX24165.1]
ZS_6_scaffold9359_1	554	11	104	AP014651.1_cds_BAQ38021.1_1389	1257	760	667	0.9	--	0	94	115	1e-26	length=554 	[gene=PA257_1403] [protein=integrase] [protein_id=BAQ38021.1]
Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_7_C2464785_1	572	23	129	CP013924.1_cds_KBNAB1_1340_1313	471	365	471	1	--	0	107	212	6e-56	length=572 	[gene=KBNAB1_1340] [protein=IntI1 integrase] [protein_id=ALX98896.1]
ZS_7_C2466071_1	577	495	577	BX248359.1_cds_CAE50479.1_246	666	666	584	1	--	0	83	165	1e-41	length=577 	[gene=DIP1947] [protein=integrase] [protein_id=CAE50479.1]
ZS_7_C2485341_1	676	6	676	AP017302.1_cds_BAT68953.1_6430	1191	295	965	0.93	--	0	671	1005	0.0	length=676 	[gene=int] [protein=integrase] [protein_id=BAT68953.1]
ZS_7_C2518115_1	1092	1	203	AP017302.1_cds_BAT68953.1_6430	1191	970	1172	0.92	--	0	203	283	4e-77	length=1092 	[gene=int] [protein=integrase] [protein_id=BAT68953.1]
ZS_7_C2535287_1	2510	962	2488	CP014646.1_cds_AC731_07585_1486	1527	1527	1	0.92	--	0	1527	2179	0.0	length=2510 	[gene=AC731_007585] [protein=integrase] [protein_id=AMO36823.1]
ZS_7_scaffold103696_2	1122	1	1101	AP017302.1_cds_BAT64921.1_2398	1944	836	1936	0.9	--	0	1101	1382	0.0	length=1122 	[gene=IOMTU133_2431] [protein=phage-related integrase] [protein_id=BAT64921.1]
ZS_7_scaffold1042_3	2950	1452	1979	AP014651.1_cds_BAQ41772.1_5140	528	1	528	0.96	--	0	528	912	0.0	length=2950 	[gene=PA257_5193] [protein=putative integrase regulator R protein] [protein_id=BAQ41772.1]
ZS_7_scaffold106419_1	1700	487	568	CP001232.1_cds_pO103_85_79	1119	1065	984	0.95	--	0	82	131	6e-31	length=1700 	[gene=intI1] [protein=class 1 integron integrase protein IntI1] [protein_id=ACJ63570.1]
ZS_7_scaffold107186_1	847	1	101	CP001232.1_cds_pO103_85_79	1119	1019	1119	0.98	--	0	101	184	2e-47	length=847 	[gene=intI1] [protein=class 1 integron integrase protein IntI1] [protein_id=ACJ63570.1]
ZS_7_scaffold15317_1	730	55	712	CP003209.1_cds_CDBH8_0920_918	867	26	683	0.95	--	0	658	1051	0.0	length=730 	[gene=int1] [protein=integrase] [protein_id=AEX48445.1]
ZS_7_scaffold5072_3	6788	4420	4916	AP017302.1_cds_BAT64984.1_2461	528	1	497	0.94	--	0	497	755	0.0	length=6788 	[gene=IOMTU133_2494] [protein=integrase regulator R] [protein_id=BAT64984.1]
ZS_7_scaffold65160_1	5441	2820	4107	CP008739.2_cds_AID83695.2_1737	1305	1	1288	1	--	0	1288	2553	0.0	length=5441 	[gene=P797_10085] [protein=integrase] [protein_id=AID83695.2]
ZS_7_scaffold66144_1	589	1	527	CP014646.1_cds_AC731_03555_690	621	527	1	1	--	0	527	1045	0.0	length=589 	[gene=AC731_003555] [protein=integrase] [protein_id=AMO36095.1]
ZS_7_scaffold76987_1	567	1	532	AF071555.1_cds_AAC98497.1_7	654	123	654	1	--	0	532	1055	0.0	length=567 	[protein=GroEL-like/integrase fusion protein] [protein_id=AAC98497.1]
ZS_7_scaffold86873_1	957	1	948	AP012280.1_cds_BAK88318.1_1426	1929	982	1929	0.95	--	0	948	1546	0.0	length=957 	[gene=NCGM2_1452] [protein=integrase] [protein_id=BAK88318.1]
ZS_7_scaffold89618_1	628	263	628	AP014622.1_cds_BAP24456.1_5324	771	1	366	0.92	--	0	366	504	1e-143	length=628 	[gene=NCGM1900_5385] [protein=prophage P4 integrase] [protein_id=BAP24456.1]
ZS_7_scaffold91613_1	1154	54	1154	CP000450.1_cds_Neut_0680_659	1203	1	1101	1	--	0	1101	2183	0.0	length=1154 	[gene=Neut_0680] [protein=phage integrase family protein] [protein_id=ABI58952.1]
ZS_7_scaffold98058_1	1209	1071	1153	AF071555.1_cds_AAC98497.1_7	654	551	469	0.9	--	0	83	101	4e-22	length=1209 	[protein=GroEL-like/integrase fusion protein] [protein_id=AAC98497.1]
Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_9_C8379911_1	510	1	164	CP001715.1_cds_CAP2UW1_0532_507	741	164	1	0.98	--	0	164	309	3e-85	length=510 	[gene=CAP2UW1_0532] [protein=integrase family protein] [protein_id=ACV33882.1]
ZS_9_C8395317_1	524	303	357	AP014651.1_cds_BAQ39236.1_2604	528	363	417	0.9	--	0	55	69.9	5e-13	length=524 	[gene=PA257_2636] [protein=integrase regulator r protein] [protein_id=BAQ39236.1]
ZS_9_C8408079_1	536	1	536	CP001715.1_cds_CAP2UW1_1822_1748	1023	334	869	0.92	--	0	536	729	0.0	length=536 	[gene=CAP2UW1_1822] [protein=integron integrase] [protein_id=ACV35123.1]
